"","zipcode","estimate_households_under_10","estimate_households_10_15","estimate_households_15_25","estimate_households_25_35","estimate_households_35_45","estimate_households_50_75","estimate_households_75_100","estimate_households_100_150","estimate_households_150_200","estimate_households_over_200","median_income"
"16088","48725","5.3","7.8","14.3","14.4","18.4","21.2","7.3","6.6","3.5","1.2","42073"
"16089","48726","4.2","5.2","13.7","12.4","16.0","20.4","13.7","10.4","2.3","1.8","48342"
"16090","48727","8.8","7.5","7.0","12.3","18.2","16.2","16.0","10.3","3.5","0.2","45714"
"16091","48728","12.1","10.6","12.9","11.4","25.0","9.8","10.6","6.1","0.0","1.5","36250"
"16092","48729","5.6","4.3","10.1","13.7","19.5","17.7","14.3","8.9","6.0","0.0","45938"
"16093","48730","8.5","6.0","11.1","13.2","22.6","15.0","12.1","7.6","1.7","2.3","41351"
"16094","48731","7.9","5.0","14.9","16.2","14.0","19.3","11.5","7.2","2.8","1.3","40043"
"16095","48732","8.7","5.6","12.9","13.4","13.0","17.8","10.2","11.0","4.0","3.4","44932"
"16096","48733","2.8","3.1","8.6","16.0","26.2","20.4","9.8","7.5","2.7","2.8","46169"
"16097","48734","2.4","3.4","7.8","10.8","16.6","10.8","13.4","19.2","6.6","9.0","67643"
"16098","48735","6.9","5.5","9.8","11.1","19.3","28.4","8.4","6.9","2.2","1.6","48203"
"16099","48737","9.9","4.7","17.8","11.3","32.4","12.0","4.7","4.4","2.1","0.8","37742"
"16100","48738","7.8","7.3","10.2","12.3","22.9","21.7","11.4","3.8","1.0","1.5","45968"
"16101","48739","8.6","6.4","17.0","16.6","16.3","17.6","6.7","6.8","2.4","1.5","36985"
"16102","48740","9.9","6.6","13.5","14.7","17.0","17.0","13.9","4.4","1.1","1.9","40244"
"16103","48741","8.3","6.7","13.4","9.5","16.9","21.6","11.5","10.4","1.1","0.5","42143"
"16104","48742","7.5","6.0","13.5","17.2","15.6","19.1","11.9","8.4","0.5","0.4","39258"
"16105","48743","41.2","15.7","0.0","21.6","9.8","11.8","0.0","0.0","0.0","0.0","-"
"16106","48744","6.2","3.2","12.7","9.7","20.0","18.5","13.7","10.5","4.4","1.1","48565"
"16107","48745","5.7","5.8","17.3","17.5","9.1","22.3","12.6","5.1","4.6","0.0","37833"
"16108","48746","6.4","3.1","9.4","9.0","18.3","22.5","14.5","11.3","4.4","1.0","55359"
"16109","48747","4.0","1.0","7.1","7.2","15.8","27.1","12.8","17.3","4.5","3.0","64286"
"16110","48748","7.5","3.6","17.5","15.5","20.7","21.1","4.6","8.6","0.3","0.6","37572"
"16111","48749","4.8","4.2","12.8","17.6","19.9","19.3","9.6","8.4","0.2","3.1","41172"
"16112","48750","8.3","6.5","12.0","12.1","21.8","18.8","10.2","7.0","2.5","0.8","42385"
"16113","48754","6.3","5.5","13.2","9.6","15.9","19.5","13.4","10.7","1.6","4.4","49779"
"16114","48755","4.4","4.5","9.1","13.1","18.9","22.2","10.6","11.9","1.8","3.6","50109"
"16115","48756","11.6","5.2","19.5","15.5","16.6","16.7","9.6","5.1","0.2","0.1","33847"
"16116","48757","3.0","3.2","9.0","11.0","17.4","20.4","18.0","13.5","2.5","2.1","56667"
"16117","48759","5.8","5.6","9.1","12.6","14.3","23.2","14.1","12.2","0.6","2.6","52621"
"16118","48760","2.5","7.2","11.9","11.2","18.7","26.1","10.4","8.7","3.4","0.0","47656"
"16119","48761","11.3","8.1","11.0","21.2","14.9","24.1","6.8","2.0","0.0","0.7","34573"
"16120","48762","7.8","6.2","16.2","9.9","10.5","24.2","10.3","9.6","3.5","1.8","46042"
"16121","48763","3.6","4.5","11.7","11.6","18.6","17.8","16.1","11.5","2.7","1.8","49988"
"16122","48765","8.1","3.1","16.8","11.5","23.1","22.1","5.6","8.7","0.9","0.0","39250"
"16123","48766","5.0","5.7","19.6","11.6","24.0","20.0","6.9","5.5","0.8","1.0","41217"
"16124","48767","3.6","2.2","8.2","7.7","18.5","23.6","17.5","12.7","3.6","2.4","58512"
"16125","48768","7.5","9.8","10.5","12.1","16.4","20.7","9.7","9.0","1.8","2.5","41606"
"16126","48770","8.6","6.4","15.9","11.2","19.8","19.3","11.1","5.2","1.9","0.5","40242"
"16127","48801","10.7","7.8","16.7","12.2","13.1","18.0","8.8","6.5","3.9","2.3","36658"
"16128","48806","7.4","4.4","7.7","13.3","20.0","22.0","11.4","8.3","4.5","1.1","46667"
"16129","48807","6.9","2.9","16.7","8.1","19.3","21.9","6.6","10.7","3.7","3.2","44583"
"16130","48808","4.1","1.1","6.7","5.3","12.0","20.8","22.2","15.6","3.5","8.6","74792"
"16131","48809","6.1","7.6","9.3","10.9","15.2","23.2","12.0","11.6","2.6","1.6","51018"
"16132","48811","8.0","6.1","16.4","10.1","14.7","15.5","13.3","9.6","2.4","4.0","43802"
"16133","48813","4.9","4.0","8.1","7.2","16.1","19.6","15.5","16.7","4.9","3.0","62050"
"16134","48815","5.5","4.3","8.0","6.3","11.7","19.1","14.2","19.8","8.3","2.8","65739"
"16135","48816","0.0","0.0","44.0","0.0","20.0","0.0","20.0","16.0","0.0","0.0","-"
"16136","48817","4.5","6.1","12.5","8.6","16.4","21.9","15.7","10.2","3.3","0.7","53586"
"16137","48818","7.0","6.4","16.3","21.7","14.8","10.3","16.3","5.8","1.0","0.5","32917"
"16138","48819","7.3","4.2","4.8","6.2","15.0","22.4","15.9","13.2","8.1","2.9","60976"
"16139","48820","1.5","1.6","5.4","5.8","12.0","18.7","12.6","20.9","9.5","12.2","82991"
"16140","48821","1.9","1.7","9.2","7.3","8.3","25.1","11.6","22.6","9.0","3.2","71500"
"16141","48822","1.5","4.3","4.1","6.1","10.2","20.2","19.4","22.9","4.9","6.4","78864"
"16142","48823","16.3","5.9","10.9","10.1","10.0","12.8","8.8","11.7","6.1","7.3","45008"
"16143","48825","-","-","-","-","-","-","-","-","-","-","-"
"16144","48827","2.4","4.8","7.2","9.5","15.3","21.4","15.0","17.8","4.5","2.0","62457"
"16145","48829","12.0","7.5","11.3","14.6","15.0","17.0","9.4","8.6","2.0","2.7","40141"
"16146","48831","4.5","4.4","10.6","16.5","20.6","16.8","13.9","9.6","1.8","1.2","45777"
"16147","48832","4.9","6.1","5.7","10.3","9.4","31.5","12.7","15.9","1.7","1.7","55924"
"16148","48834","5.0","4.6","9.9","9.0","26.6","19.6","12.5","10.4","1.2","1.2","48015"
"16149","48835","0.7","1.7","13.0","6.9","12.4","19.1","15.1","21.6","7.6","2.0","71563"
"16150","48836","3.5","2.2","5.8","7.6","15.8","19.4","16.3","20.3","6.6","2.4","70203"
"16151","48837","2.8","3.8","5.8","7.5","10.8","23.6","16.7","16.7","7.9","4.5","70928"
"16152","48838","8.1","4.1","12.4","13.8","14.8","18.8","10.1","12.0","4.5","1.5","48094"
"16153","48840","5.7","3.5","10.9","7.2","12.8","20.4","9.4","14.5","7.7","8.0","61895"
"16154","48841","1.4","2.4","5.9","6.3","15.3","24.3","21.2","17.0","1.0","5.2","67115"
"16155","48842","4.0","3.2","12.0","7.7","13.5","19.8","11.4","19.7","5.3","3.4","60601"
"16156","48843","3.0","3.3","6.3","7.2","12.1","16.9","15.6","20.0","8.8","6.7","76675"
"16157","48845","5.8","3.7","17.3","5.5","19.3","18.4","10.7","12.1","2.9","4.3","49018"
"16158","48846","5.6","5.4","12.8","11.2","15.1","21.4","14.4","11.1","2.4","0.6","50000"
"16159","48847","5.9","4.8","11.0","14.1","14.8","21.4","12.4","12.0","1.6","2.2","49684"
"16160","48848","2.8","1.2","6.2","8.3","13.6","18.0","15.8","21.9","7.4","4.7","74479"
"16161","48849","4.1","6.3","10.9","9.2","15.5","18.5","16.4","15.4","3.2","0.6","53868"
"16162","48850","8.1","7.2","10.4","12.6","17.6","18.5","12.6","10.4","1.7","0.9","43050"
"16163","48851","4.6","3.5","5.1","9.8","9.8","32.3","15.3","9.2","8.1","2.4","58224"
"16164","48852","14.5","4.8","27.4","12.9","12.9","12.9","4.8","6.5","0.0","3.2","30000"
"16165","48853","3.9","5.0","5.4","14.3","23.2","27.0","11.6","7.7","1.2","0.8","46932"
"16166","48854","2.4","1.5","6.0","7.4","14.5","23.1","15.3","18.7","7.4","3.6","68893"
"16167","48855","2.8","2.2","5.4","5.9","10.8","17.0","19.2","21.4","10.6","4.7","80880"
"16168","48856","9.3","9.3","9.3","9.3","23.7","16.1","10.8","8.3","2.8","1.0","43648"
"16169","48857","1.9","2.2","7.3","6.7","14.6","27.2","17.3","14.3","6.8","1.7","68253"
"16170","48858","12.7","8.0","13.2","11.0","12.7","17.0","8.8","9.4","3.6","3.5","39583"
"16171","48860","9.6","3.1","13.5","7.7","15.0","14.8","19.3","12.5","1.5","3.0","51083"
"16172","48861","3.8","1.6","11.5","11.7","13.4","18.5","16.9","20.8","1.4","0.3","59191"
"16173","48864","7.1","1.4","7.9","6.1","9.3","12.2","13.5","19.1","11.0","12.3","88030"
"16174","48865","5.9","11.9","10.3","15.1","21.2","16.0","9.2","6.6","2.2","1.7","39234"
"16175","48866","4.4","2.9","9.9","7.5","17.8","22.9","16.3","10.4","6.1","1.8","58516"
"16176","48867","6.0","3.9","13.9","13.6","15.6","18.7","11.9","11.5","3.3","1.7","46789"
"16177","48870","0.0","14.3","0.0","9.5","55.6","7.9","0.0","12.7","0.0","0.0","41750"
"16178","48871","8.4","3.3","5.2","9.4","11.8","20.3","22.0","12.0","4.7","3.0","62019"
"16179","48872","2.6","1.8","8.6","7.0","12.2","22.8","17.9","14.9","9.2","3.0","70435"
"16180","48873","2.9","1.5","9.4","10.0","10.6","19.2","17.7","18.3","3.5","6.9","65769"
"16181","48874","17.6","8.8","14.7","0.0","17.6","20.6","14.7","0.0","5.9","0.0","41250"
"16182","48875","3.9","2.3","4.5","9.0","15.0","18.7","21.0","16.7","7.0","1.9","70451"
"16183","48876","3.3","4.1","5.8","9.1","17.8","26.4","15.5","10.2","6.1","1.7","59006"
"16184","48877","7.0","7.3","11.6","10.1","15.3","27.1","9.5","9.5","1.5","1.2","47857"
"16185","48878","5.4","2.4","11.2","11.4","14.5","19.0","12.8","16.6","5.0","1.7","55104"
"16186","48879","4.0","3.2","8.1","9.5","13.7","20.7","16.9","17.4","4.2","2.3","61193"
"16187","48880","9.3","5.8","13.0","12.0","15.1","20.4","11.6","9.0","2.3","1.6","43906"
"16188","48881","6.4","3.8","7.9","10.1","14.9","19.0","21.2","13.0","2.3","1.6","56852"
"16189","48883","5.4","3.7","11.4","10.0","14.0","24.2","16.8","10.9","2.5","1.0","54946"
"16190","48884","5.2","6.1","10.5","9.2","16.9","25.2","11.2","11.7","2.5","1.4","51250"
"16191","48885","2.9","1.1","13.5","16.4","18.4","26.4","14.1","4.9","0.0","2.3","46875"
"16192","48886","6.9","4.0","11.7","16.8","16.1","13.9","14.4","11.3","3.6","1.3","43824"
"16193","48888","5.5","5.3","9.9","12.8","17.0","24.0","12.1","10.6","1.9","1.0","49590"
"16194","48889","11.6","4.5","9.8","7.8","18.7","25.4","8.9","11.1","0.5","1.8","48088"
"16195","48890","3.0","2.2","9.3","14.6","15.4","19.2","16.2","13.5","2.4","4.2","57950"
"16196","48891","5.4","2.9","15.1","10.7","13.2","22.3","15.9","13.1","0.7","0.8","53594"
"16197","48892","1.0","1.1","8.9","11.6","14.7","16.5","20.9","16.5","4.4","4.3","72083"
"16198","48893","5.3","3.9","7.2","8.8","14.9","22.7","15.3","16.1","3.0","2.8","59368"
"16199","48894","2.6","1.8","5.6","9.8","13.9","17.8","18.3","24.4","3.8","2.1","73594"
"16200","48895","3.7","0.9","4.8","4.9","11.8","13.0","14.1","23.5","11.0","12.3","93884"
"16201","48896","0.0","19.1","28.1","32.6","5.6","10.1","0.0","4.5","0.0","0.0","25368"
"16202","48897","2.4","4.8","7.7","5.7","17.1","23.2","16.2","11.0","6.1","5.9","64250"
"16203","48906","9.2","6.1","12.6","12.1","14.6","20.2","12.6","7.8","2.8","2.0","44626"
"16204","48910","9.2","7.1","13.9","13.2","18.1","19.9","8.9","7.3","1.6","0.8","40271"
"16205","48911","8.5","5.4","12.8","12.3","18.3","19.6","10.3","9.0","2.3","1.4","42817"
"16206","48912","9.8","6.4","11.1","15.3","15.5","20.8","8.8","7.4","3.5","1.3","41517"
"16207","48915","10.1","4.2","15.6","14.9","11.9","18.3","11.3","11.5","1.8","0.3","40234"
"16208","48917","5.1","3.7","8.5","10.1","14.2","19.9","16.7","13.2","4.6","3.9","59393"
"16209","48921","-","-","-","-","-","-","-","-","-","-","-"
"16210","48933","24.0","12.7","11.6","7.9","15.9","16.0","3.7","6.3","0.3","1.6","26008"
"16211","49001","6.4","6.8","12.9","13.1","19.6","19.6","10.1","7.9","1.9","1.8","43238"
"16212","49002","4.8","2.8","11.6","10.5","14.4","21.4","12.5","14.1","4.7","3.3","56288"
"16213","49004","4.5","3.7","8.4","10.4","16.7","24.7","13.7","12.2","3.7","1.9","55950"
"16214","49006","11.4","7.0","12.9","15.2","13.6","13.9","11.8","9.2","3.1","1.7","37403"
"16215","49007","16.4","11.9","13.9","12.3","14.6","15.0","7.1","3.1","2.1","3.8","31463"
"16216","49008","5.4","6.0","10.1","11.9","14.2","18.1","11.3","12.1","4.3","6.6","53100"
"16217","49009","6.1","4.1","8.5","9.8","15.1","16.0","9.5","15.5","6.7","8.6","59557"
"16218","49010","3.9","3.6","9.7","11.1","16.6","21.1","17.0","12.2","3.4","1.5","56111"
"16219","49011","2.7","5.3","10.8","10.7","16.0","28.4","14.2","7.4","2.0","2.5","53000"
"16220","49012","4.9","3.9","10.5","6.8","10.0","22.3","13.0","16.9","7.1","4.7","68311"
"16221","49013","8.1","5.0","11.4","14.5","16.9","20.7","8.8","11.4","1.8","1.5","43136"
"16222","49014","7.6","4.2","9.2","11.8","14.0","23.5","11.5","13.4","2.2","2.7","53046"
"16223","49015","4.8","4.7","11.4","12.3","13.9","20.1","10.5","12.8","5.4","4.1","53208"
"16224","49017","5.8","5.8","10.5","12.6","16.2","19.6","12.6","11.3","4.0","1.5","48921"
"16225","49021","4.0","2.8","9.4","12.5","17.2","22.4","13.4","12.2","4.6","1.5","53201"
"16226","49022","14.1","10.5","16.1","12.4","14.4","16.4","7.6","5.9","1.4","1.1","31876"
"16227","49024","5.2","2.8","7.5","8.0","13.3","17.5","11.2","20.1","8.0","6.5","69179"
"16228","49026","2.2","9.7","13.6","10.6","19.2","16.5","10.8","16.6","0.2","0.5","42708"
"16229","49027","2.2","15.6","8.9","22.2","22.2","11.1","6.7","11.1","0.0","0.0","36250"
"16230","49028","4.3","5.6","12.5","10.0","14.4","23.2","16.2","10.3","1.9","1.5","52706"
"16231","49029","3.9","3.9","9.6","12.3","14.2","21.6","14.9","15.6","1.8","2.3","59375"
"16232","49030","5.5","2.9","8.8","12.1","16.0","22.1","21.0","10.3","0.2","1.1","53631"
"16233","49031","8.3","1.8","12.8","10.4","17.1","20.1","11.4","13.4","2.4","2.3","49671"
"16234","49032","4.7","4.1","7.7","14.0","12.5","24.4","12.4","13.0","5.5","1.7","54352"
"16235","49033","5.7","0.0","1.5","8.0","16.4","19.4","23.7","14.7","7.7","3.0","72083"
"16236","49034","3.3","5.3","4.3","13.0","11.7","25.7","10.3","18.6","5.9","2.0","62843"
"16237","49036","4.2","4.9","12.6","12.3","16.4","22.8","10.2","10.9","3.7","1.9","49566"
"16238","49037","13.9","11.1","15.7","14.1","15.0","15.9","7.1","5.7","0.4","1.2","31383"
"16239","49038","7.4","2.0","10.4","10.7","12.5","24.7","13.9","13.1","2.5","2.8","54921"
"16240","49040","6.5","3.3","13.0","12.4","21.8","17.0","11.3","9.7","1.5","3.6","45808"
"16241","49042","7.1","5.8","11.1","11.2","16.4","24.1","11.3","10.1","2.5","0.6","49024"
"16242","49043","13.6","13.6","14.8","18.6","10.7","13.7","7.5","5.3","2.2","0.0","27463"
"16243","49045","5.4","9.3","13.4","10.2","12.4","24.1","10.6","8.9","2.9","2.7","49342"
"16244","49046","3.8","2.7","10.2","9.4","11.1","25.0","19.3","14.2","2.1","2.3","62855"
"16245","49047","7.7","5.2","10.2","14.4","17.4","19.0","12.9","7.0","3.3","2.8","45225"
"16246","49048","7.7","4.7","11.5","15.5","14.9","20.2","11.9","9.2","2.4","2.0","44602"
"16247","49050","2.6","4.9","8.2","6.6","12.2","30.6","12.7","15.1","1.9","5.1","59107"
"16248","49051","1.4","4.2","6.2","13.3","9.3","14.9","11.3","24.4","7.9","7.0","75254"
"16249","49052","7.3","4.3","11.7","13.0","13.0","19.8","13.3","12.5","3.3","1.6","50714"
"16250","49053","4.8","4.3","8.0","12.2","12.8","15.8","11.5","16.7","6.7","7.2","61382"
"16251","49055","4.7","4.0","10.4","11.3","15.7","20.0","12.7","15.2","4.1","1.9","56483"
"16252","49056","10.7","6.4","14.4","10.7","19.8","12.6","11.1","10.8","2.8","0.7","40944"
"16253","49057","6.3","8.0","11.6","13.6","16.2","19.2","10.7","11.1","2.4","1.0","45669"
"16254","49058","6.6","2.0","9.1","9.4","15.0","25.1","15.3","10.7","4.3","2.5","56344"
"16255","49060","0.0","0.0","3.9","6.5","23.1","24.3","11.9","16.4","2.4","11.5","63750"
"16256","49061","5.8","2.1","6.2","4.5","16.7","19.3","23.2","13.6","4.4","4.1","70667"
"16257","49064","7.3","4.9","9.2","7.4","13.5","23.5","15.0","10.9","5.2","2.9","56458"
"16258","49065","2.5","4.1","8.5","7.4","24.1","19.6","12.9","14.9","4.1","1.9","53270"
"16259","49066","4.5","7.8","11.5","10.7","16.5","27.2","17.7","1.6","2.5","0.0","49728"
"16260","49067","3.1","3.4","8.4","9.8","17.9","22.3","17.7","11.1","3.3","3.0","57589"
"16261","49068","5.1","3.6","9.6","10.4","14.7","20.4","13.0","13.7","5.0","4.4","57394"
"16262","49070","6.4","4.6","9.8","10.5","13.5","24.7","15.1","12.4","0.9","2.1","56667"
"16263","49071","4.4","1.4","7.0","6.3","7.9","18.1","13.4","22.1","14.0","5.4","80987"
"16264","49072","2.7","0.2","10.0","8.3","14.4","26.0","16.4","11.8","8.6","1.7","61739"
"16265","49073","4.0","7.6","17.6","8.1","14.3","16.8","17.1","10.9","2.3","1.3","46587"
"16266","49074","20.4","0.0","24.1","40.7","14.8","0.0","0.0","0.0","0.0","0.0","25682"
"16267","49075","0.0","0.0","23.9","0.0","37.0","39.1","0.0","0.0","0.0","0.0","45625"
"16268","49076","4.9","1.6","8.9","9.3","16.1","19.5","19.9","12.1","5.4","2.3","58576"
"16269","49078","6.4","3.0","8.7","14.6","15.3","19.3","13.6","12.5","4.8","1.9","52795"
"16270","49079","4.4","3.8","9.3","8.9","16.1","19.9","16.9","12.4","5.2","3.1","60852"
"16271","49080","4.2","4.2","9.8","8.7","11.6","23.0","14.3","16.8","5.1","2.3","59969"
"16272","49082","5.9","2.7","10.1","12.0","16.7","19.9","15.6","11.5","4.0","1.5","52600"
"16273","49083","3.7","2.1","4.7","5.0","8.9","18.5","15.8","22.3","8.5","10.6","84905"
"16274","49084","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","-"
"16275","49085","3.4","3.0","8.3","9.0","11.7","17.2","13.1","17.4","8.8","8.1","71205"
"16276","49087","1.4","3.2","5.9","8.2","9.8","16.7","17.2","23.7","6.8","7.3","83242"
"16277","49088","3.7","0.7","3.5","9.9","6.7","17.9","23.2","24.7","7.8","2.0","83474"
"16278","49089","5.6","5.3","10.6","8.2","17.1","26.3","19.6","5.4","2.0","0.0","53929"
"16279","49090","6.3","4.4","12.8","12.5","16.3","18.8","9.1","10.2","3.3","6.2","47088"
"16280","49091","6.9","5.3","10.9","12.3","17.8","20.4","11.9","9.2","3.5","1.9","46868"
"16281","49092","7.7","7.2","12.4","9.0","19.2","18.9","10.5","12.8","1.0","1.1","44257"
"16282","49093","6.5","4.4","10.4","10.8","15.8","21.7","14.6","10.6","2.7","2.4","51609"
"16283","49094","6.5","4.0","13.9","13.5","13.0","23.9","11.3","9.2","2.5","2.1","49219"
"16284","49095","2.7","3.0","10.8","11.4","11.2","18.8","14.4","13.1","3.4","11.1","66591"
"16285","49096","4.3","5.1","6.8","8.6","17.4","23.8","14.2","14.8","4.0","1.1","56569"
"16286","49097","3.0","2.9","7.2","6.9","15.5","18.6","15.1","18.2","6.1","6.5","68618"
"16287","49098","5.0","8.2","11.8","12.3","16.8","15.3","12.9","13.3","2.3","2.2","43558"
"16288","49099","4.3","6.3","13.2","10.3","17.5","20.9","12.6","11.8","2.3","0.8","49258"
"16289","49101","3.2","2.8","12.2","10.1","16.3","18.8","9.2","17.0","7.4","3.0","54848"
"16290","49102","4.6","1.5","8.7","18.4","7.9","19.7","18.6","17.1","3.5","0.0","64931"
"16291","49103","8.6","7.2","9.3","12.1","15.8","19.1","9.8","11.4","3.5","3.1","44784"
"16292","49104","-","-","-","-","-","-","-","-","-","-","-"
"16293","49106","5.1","3.3","10.3","12.3","13.6","6.5","17.0","20.6","4.8","6.5","62266"
"16294","49107","5.9","4.3","12.4","14.4","14.7","20.0","7.5","15.1","4.1","1.7","48548"
"16295","49111","1.9","4.1","14.1","10.5","14.3","20.5","14.4","13.7","4.4","2.2","57896"
"16296","49112","3.7","2.5","6.2","12.7","13.7","20.9","15.3","15.5","4.7","4.9","64331"
"16297","49113","4.0","3.1","14.2","8.1","18.0","21.4","11.5","14.8","2.1","2.9","53143"
"16298","49115","0.0","6.1","14.8","13.9","6.1","10.0","3.9","32.6","0.0","12.6","67283"
"16299","49116","0.0","0.0","7.0","8.7","6.1","27.8","0.0","20.9","0.0","29.6","-"
"16300","49117","8.6","3.4","10.9","11.1","11.3","15.0","8.5","13.5","5.1","12.5","56190"
"16301","49119","8.8","0.0","8.8","15.8","0.0","10.5","17.5","38.6","0.0","0.0","88958"
"16302","49120","7.1","4.6","11.4","13.2","16.5","20.0","12.3","8.8","3.6","2.6","47348"
"16303","49125","7.2","3.4","13.9","6.0","17.0","20.8","9.6","9.9","7.3","5.1","52457"
"16304","49126","5.3","2.6","6.4","18.6","8.7","33.0","12.2","9.8","3.4","0.0","55815"
"16305","49127","3.7","2.2","8.9","7.4","13.9","17.6","12.6","15.5","8.2","10.1","66235"
"16306","49128","6.7","6.7","11.6","9.1","13.1","21.6","12.2","10.3","3.5","5.3","53779"
"16307","49129","0.0","4.2","6.1","7.1","14.5","24.5","9.7","9.4","8.7","15.8","72917"
"16308","49130","3.3","0.6","7.8","13.0","17.6","14.6","10.5","20.6","6.7","5.2","65431"
"16309","49201","5.2","4.3","11.1","9.7","14.8","19.3","14.8","11.6","4.8","4.4","56212"
"16310","49202","9.9","8.2","17.4","15.1","17.8","16.9","7.7","5.0","1.4","0.6","34505"
"16311","49203","9.2","5.4","13.6","13.1","14.9","19.0","10.0","10.2","3.1","1.5","42512"
"16312","49220","5.6","8.3","10.9","11.2","15.2","20.7","16.7","8.0","2.6","0.9","49000"
"16313","49221","6.0","5.4","13.5","11.7","16.4","19.1","13.0","10.0","3.4","1.6","47350"
"16314","49224","10.2","6.5","16.4","12.8","15.3","16.2","10.4","9.2","2.0","1.0","37416"
"16315","49227","4.0","5.1","10.6","10.1","19.0","19.0","18.2","11.0","1.9","1.1","51146"
"16316","49228","4.2","5.3","8.6","7.7","18.9","18.3","15.8","14.2","4.2","2.7","57895"
"16317","49229","1.9","1.7","5.3","9.3","11.6","17.4","17.2","27.7","4.7","3.1","79583"
"16318","49230","4.4","2.9","8.8","9.6","10.7","23.7","14.5","17.4","5.0","2.8","62014"
"16319","49232","7.1","2.3","13.7","11.3","15.5","23.3","12.1","9.1","3.4","2.2","50093"
"16320","49233","3.5","1.7","11.6","14.2","12.2","25.3","7.1","17.1","5.2","2.0","57071"
"16321","49234","0.0","1.2","2.3","7.9","13.2","23.9","13.1","22.2","6.3","9.9","76771"
"16322","49235","3.4","5.4","9.3","15.0","17.0","22.3","13.8","7.0","3.6","3.2","49904"
"16323","49236","2.7","2.3","8.4","9.9","13.8","23.8","14.9","15.5","6.5","2.1","63051"
"16324","49237","3.6","3.6","10.7","8.7","17.8","22.7","13.2","14.4","3.9","1.3","57553"
"16325","49238","10.7","2.5","9.8","6.2","12.5","16.1","20.3","13.4","2.5","6.0","62727"
"16326","49240","2.1","2.7","2.7","5.9","12.6","18.3","17.5","22.4","8.3","7.5","83568"
"16327","49241","3.9","7.5","10.2","8.2","14.2","20.2","10.4","11.9","6.7","6.7","54506"
"16328","49242","9.0","6.9","14.1","10.3","16.9","18.4","10.1","9.2","2.2","2.9","43014"
"16329","49245","6.6","5.3","7.9","12.7","15.1","23.5","12.4","12.5","1.4","2.5","51642"
"16330","49246","3.6","0.6","10.7","7.4","12.8","21.1","18.6","18.8","2.1","4.4","65893"
"16331","49247","4.8","4.3","12.0","10.6","19.9","21.9","14.7","8.4","1.6","1.8","48834"
"16332","49248","5.6","4.9","10.8","12.1","13.4","23.6","10.5","9.8","7.2","2.0","56875"
"16333","49249","4.1","2.1","9.7","9.6","16.9","26.3","10.3","14.5","5.2","1.4","54750"
"16334","49250","7.0","4.0","11.6","10.7","14.8","19.1","13.5","14.0","3.2","2.2","51816"
"16335","49251","4.9","3.6","6.3","7.9","14.7","23.0","15.8","18.5","3.0","2.2","64110"
"16336","49252","6.7","7.1","16.3","12.7","16.0","18.8","11.6","9.5","1.0","0.3","41544"
"16337","49253","7.7","1.4","8.4","8.5","15.8","22.1","16.1","13.7","2.0","4.3","57170"
"16338","49254","6.5","6.5","10.3","18.3","11.3","18.7","12.1","9.3","5.7","1.4","48010"
"16339","49255","8.7","2.8","15.0","12.3","15.0","19.9","16.1","7.8","1.7","0.8","45577"
"16340","49256","5.5","1.8","12.4","19.8","21.4","18.4","9.7","8.4","2.3","0.2","42125"
"16341","49259","7.8","2.1","12.3","5.6","13.7","27.3","15.3","10.9","3.1","1.9","56691"
"16342","49261","0.0","15.9","0.0","21.6","22.7","0.0","0.0","21.6","18.2","0.0","-"
"16343","49262","5.9","2.2","16.3","12.0","19.6","24.1","8.4","8.4","1.6","1.4","46563"
"16344","49263","0.0","0.0","0.0","41.4","27.6","0.0","31.0","0.0","0.0","0.0","-"
"16345","49264","4.7","2.5","2.8","6.1","18.9","21.6","18.9","16.9","3.2","4.4","66042"
"16346","49265","3.3","2.5","5.8","6.4","11.7","20.8","16.9","19.6","8.5","4.4","73594"
"16347","49266","4.3","5.9","14.0","10.1","8.3","21.4","21.2","11.3","2.8","0.8","55880"
"16348","49267","4.0","0.7","7.0","6.3","17.3","21.9","18.0","16.7","5.2","2.9","67857"
"16349","49268","0.4","7.7","6.5","14.2","19.7","25.0","9.8","15.0","0.0","1.6","50530"
"16350","49269","4.5","2.4","10.9","14.7","10.0","22.7","12.4","14.9","4.7","2.8","58750"
"16351","49270","1.6","3.4","7.6","7.3","10.4","19.2","22.0","16.7","8.1","3.9","75833"
"16352","49271","3.9","2.0","16.8","13.7","14.6","19.0","11.8","13.5","1.4","3.3","47111"
"16353","49272","1.7","2.4","20.1","11.6","7.4","15.6","12.4","21.2","6.7","1.0","61300"
"16354","49274","5.6","4.0","12.0","13.9","15.9","22.5","11.3","11.3","2.4","1.1","48783"
"16355","49276","2.6","2.9","8.1","13.3","24.9","6.1","12.8","15.9","10.7","2.6","49226"
"16356","49277","6.3","3.7","7.5","11.3","14.5","25.4","11.8","14.4","3.5","1.5","55398"
"16357","49279","6.9","3.0","13.0","14.5","13.3","21.5","12.7","6.0","4.2","4.8","49107"
"16358","49282","0.0","4.9","11.2","34.3","12.6","21.7","4.9","10.5","0.0","0.0","-"
"16359","49283","3.0","7.8","3.7","10.9","12.3","14.6","25.2","13.5","8.8","0.3","73160"
"16360","49284","5.1","5.4","9.2","10.0","16.5","20.8","12.5","16.1","3.5","0.9","57000"
