"","zipcode","estimate_households_under_10","estimate_households_10_15","estimate_households_15_25","estimate_households_25_35","estimate_households_35_45","estimate_households_50_75","estimate_households_75_100","estimate_households_100_150","estimate_households_150_200","estimate_households_over_200","median_income"
"4958","16255","4.6","4.6","15.3","11.0","14.2","17.7","13.4","16.1","1.6","1.3","50167"
"4959","16256","5.3","5.5","10.7","23.2","9.7","16.2","11.9","12.5","2.0","2.9","43750"
"4960","16258","5.0","2.7","14.3","13.8","14.3","13.1","18.4","17.1","0.9","0.3","49861"
"4961","16259","8.2","5.1","9.9","10.8","19.0","20.3","12.4","11.8","2.3","0.3","47317"
"4962","16260","12.0","3.5","13.4","7.0","16.9","10.6","23.2","7.7","5.6","0.0","48000"
"4963","16262","4.0","3.3","5.9","13.7","22.0","15.0","16.3","13.4","4.4","2.2","52857"
"4964","16263","4.2","28.6","23.5","0.0","0.0","31.9","5.9","5.9","0.0","0.0","-"
"4965","16301","6.0","5.5","15.9","13.1","14.3","18.8","11.8","10.7","2.0","1.8","43548"
"4966","16311","10.6","0.0","5.5","10.6","20.1","16.1","16.6","17.1","1.0","2.5","54375"
"4967","16312","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","-"
"4968","16313","4.6","6.8","11.7","14.3","17.4","21.1","13.5","9.2","1.4","0.0","46217"
"4969","16314","2.7","4.0","9.1","9.5","16.3","26.2","13.6","14.7","2.6","1.3","58159"
"4970","16316","6.4","1.8","8.2","9.7","13.1","26.5","11.7","14.3","3.9","4.4","57271"
"4971","16317","3.2","2.3","11.3","10.9","19.3","22.7","15.8","11.5","1.5","1.5","53289"
"4972","16319","2.1","0.0","8.7","14.9","20.5","17.1","16.2","11.4","4.3","4.8","53250"
"4973","16321","10.3","10.3","0.0","20.5","33.3","25.6","0.0","0.0","0.0","0.0","40795"
"4974","16322","0.0","0.0","25.6","15.4","17.9","15.4","0.0","23.1","2.6","0.0","40750"
"4975","16323","6.7","5.8","12.0","15.1","15.7","19.9","11.0","9.6","2.2","2.1","46214"
"4976","16326","0.0","2.6","13.6","4.5","33.8","9.7","20.1","15.6","0.0","0.0","48542"
"4977","16327","4.1","3.8","8.4","12.0","21.6","17.3","15.6","11.1","2.8","3.3","50278"
"4978","16328","6.9","0.0","0.0","31.0","24.1","19.0","13.8","5.2","0.0","0.0","42500"
"4979","16329","2.4","3.9","17.5","9.2","9.2","31.6","15.0","9.7","1.0","0.5","55833"
"4980","16331","0.0","0.0","16.0","12.0","0.0","40.0","20.0","12.0","0.0","0.0","66375"
"4981","16332","0.0","0.0","0.0","83.3","0.0","0.0","16.7","0.0","0.0","0.0","-"
"4982","16333","2.8","5.6","16.9","12.0","28.2","6.3","17.6","9.2","0.0","1.4","42500"
"4983","16334","7.6","4.6","5.3","11.5","19.8","19.8","15.3","14.5","1.5","0.0","51250"
"4984","16335","6.5","7.2","14.4","11.2","13.6","18.9","12.5","10.4","3.0","2.3","46280"
"4985","16340","4.1","7.1","10.7","13.8","11.8","23.6","13.9","10.4","3.1","1.5","52313"
"4986","16341","4.4","3.7","10.3","18.7","19.5","19.9","13.0","8.0","0.9","1.6","45263"
"4987","16342","3.9","2.4","10.2","10.4","13.4","30.4","11.7","12.7","3.6","1.3","56750"
"4988","16343","8.6","5.9","16.5","6.7","14.1","29.4","11.8","7.1","0.0","0.0","42188"
"4989","16344","4.3","9.1","13.9","9.1","12.8","26.7","11.2","11.2","0.0","1.6","50250"
"4990","16345","1.9","2.8","7.2","11.4","14.2","21.6","14.5","16.0","4.5","5.9","60156"
"4991","16346","8.5","5.7","12.7","7.8","15.7","21.4","16.2","9.1","1.3","1.6","49651"
"4992","16347","8.0","3.9","13.8","12.4","20.7","13.4","15.0","10.2","2.7","0.0","42024"
"4993","16350","5.5","5.1","11.6","15.7","21.6","17.1","11.3","8.5","3.4","0.2","43824"
"4994","16351","7.9","5.6","15.3","11.4","16.7","23.5","8.1","6.2","3.3","2.0","41842"
"4995","16352","0.0","0.0","13.2","16.0","11.3","31.1","22.6","2.8","2.8","0.0","58750"
"4996","16353","7.3","7.9","16.4","14.2","18.7","17.2","10.6","5.7","0.9","1.2","37883"
"4997","16354","11.0","4.2","14.9","11.9","16.3","19.2","11.2","7.8","1.9","1.8","41760"
"4998","16360","1.4","7.3","10.5","12.8","12.9","22.9","16.0","10.5","5.5","0.4","54479"
"4999","16361","0.0","0.0","0.0","0.0","0.0","61.5","38.5","0.0","0.0","0.0","63750"
"5000","16362","5.4","4.0","11.5","4.2","20.5","24.5","11.1","6.1","10.4","2.4","58125"
"5001","16364","3.1","2.1","7.3","18.8","13.1","23.8","19.6","9.0","1.9","1.5","57250"
"5002","16365","5.2","5.0","13.2","15.0","13.7","18.5","13.5","11.2","2.4","2.3","48037"
"5003","16370","0.0","0.0","28.4","11.4","31.8","10.2","15.9","2.3","0.0","0.0","45333"
"5004","16371","6.9","7.5","11.0","14.6","17.5","18.0","11.3","9.7","3.0","0.5","43250"
"5005","16372","9.8","2.4","22.0","9.3","11.7","21.5","10.2","9.3","3.9","0.0","48125"
"5006","16373","3.8","5.0","12.4","9.9","16.8","16.0","13.8","15.9","4.2","2.4","52383"
"5007","16374","3.4","7.5","8.9","13.5","18.3","18.4","9.9","18.3","0.5","1.3","47596"
"5008","16401","7.6","5.3","9.3","14.4","14.4","21.4","11.4","12.2","2.4","1.8","49116"
"5009","16402","7.0","5.8","7.9","8.5","15.5","25.1","12.8","12.8","0.9","3.8","57250"
"5010","16403","5.3","3.6","10.9","7.9","18.1","19.1","15.8","12.4","4.4","2.6","55925"
"5011","16404","5.2","6.3","12.6","10.9","15.3","26.7","12.2","7.5","2.1","1.1","49730"
"5012","16405","5.8","3.1","20.8","6.1","15.0","23.2","16.4","6.8","0.0","2.7","49306"
"5013","16406","5.6","3.6","11.5","10.5","16.5","23.2","14.2","10.5","3.8","0.6","51993"
"5014","16407","9.1","6.6","12.6","9.6","13.5","24.3","11.9","9.2","2.4","0.9","48770"
"5015","16410","4.4","3.1","8.5","4.7","18.6","16.8","17.3","18.0","6.7","1.8","66250"
"5016","16411","2.8","3.6","15.3","6.5","16.0","16.9","15.5","15.3","4.6","3.6","56389"
"5017","16412","7.0","2.1","12.2","7.8","14.2","17.3","12.7","16.1","5.3","5.3","58382"
"5018","16415","1.5","2.9","6.3","7.4","9.2","12.6","13.8","26.8","9.5","10.0","94806"
"5019","16416","10.4","0.0","9.0","28.4","28.4","0.0","4.5","13.4","6.0","0.0","35234"
"5020","16417","3.3","4.8","12.1","13.6","15.9","14.3","11.3","18.8","2.2","3.6","50466"
"5021","16420","3.9","7.8","12.9","17.2","16.0","19.9","16.4","5.9","0.0","0.0","44079"
"5022","16421","4.2","6.9","10.9","6.2","14.6","11.3","19.4","17.5","5.8","3.0","69821"
"5023","16422","8.1","0.0","28.5","10.5","19.2","14.0","12.2","7.6","0.0","0.0","38636"
"5024","16423","4.1","3.0","9.7","13.2","19.5","24.0","11.0","12.2","2.4","1.0","50321"
"5025","16424","4.7","6.3","11.3","15.2","15.2","22.5","10.6","8.9","1.7","3.5","47083"
"5026","16426","2.7","4.3","7.7","13.6","14.2","17.6","21.9","14.1","3.1","0.9","56952"
"5027","16427","3.5","1.8","15.8","14.0","19.3","19.3","7.0","7.0","3.5","8.8","47083"
"5028","16428","5.9","3.3","10.3","6.6","17.7","20.2","14.7","12.6","4.4","4.5","58964"
"5029","16433","2.9","4.4","9.5","14.5","13.9","21.0","13.6","12.6","3.8","4.0","54892"
"5030","16434","7.8","3.8","10.5","17.1","18.0","21.1","10.1","6.9","1.6","3.1","41676"
"5031","16435","6.0","5.7","12.5","8.2","13.5","23.5","13.6","12.3","3.3","1.4","55156"
"5032","16436","3.9","3.9","11.2","15.5","20.7","22.4","6.9","14.2","1.3","0.0","41875"
"5033","16438","8.0","3.8","11.8","7.6","16.1","20.4","15.5","12.7","2.6","1.6","53510"
"5034","16440","4.7","5.2","13.7","10.1","12.4","16.3","23.8","11.4","1.6","1.0","55446"
"5035","16441","4.8","3.9","7.1","6.9","14.6","21.7","12.9","16.8","8.1","3.2","67388"
"5036","16442","1.4","2.1","6.0","12.7","15.7","22.3","20.8","10.2","4.2","4.5","64811"
"5037","16443","5.2","2.9","15.7","12.5","20.9","23.6","8.4","5.6","1.2","4.0","44228"
"5038","16444","-","-","-","-","-","-","-","-","-","-","-"
"5039","16501","43.6","23.0","20.9","6.9","2.0","1.9","0.6","1.0","0.0","0.0","11049"
"5040","16502","11.5","7.1","18.7","15.8","16.0","18.3","6.3","4.1","1.6","0.6","32864"
"5041","16503","17.1","10.6","22.1","16.7","16.1","11.5","3.8","1.8","0.1","0.3","25099"
"5042","16504","8.9","5.8","12.1","15.0","17.2","18.6","10.8","9.1","1.1","1.4","41281"
"5043","16505","5.2","4.9","9.6","10.1","12.8","20.2","10.3","15.5","5.5","5.9","59605"
"5044","16506","5.3","3.5","6.5","12.0","11.5","20.2","14.3","15.0","6.4","5.3","63376"
"5045","16507","11.3","7.7","18.5","10.9","20.9","16.9","8.4","3.6","1.0","0.8","36441"
"5046","16508","4.9","5.0","10.7","14.0","17.8","22.7","10.9","10.5","2.9","0.4","47966"
"5047","16509","6.5","3.6","8.5","10.0","12.9","20.1","12.5","15.3","5.0","5.7","59304"
"5048","16510","7.1","4.3","12.6","10.8","13.6","17.7","11.8","15.0","3.9","3.2","51751"
"5049","16511","7.0","6.0","12.5","13.9","14.8","16.7","13.0","11.0","0.9","4.2","44902"
"5050","16546","-","-","-","-","-","-","-","-","-","-","-"
"5051","16563","-","-","-","-","-","-","-","-","-","-","-"
"5052","16601","9.9","8.4","11.5","11.1","13.5","19.8","13.8","7.5","2.6","1.9","43813"
"5053","16602","9.0","7.9","13.3","12.6","15.4","17.2","11.6","9.1","2.5","1.5","41159"
"5054","16611","3.9","2.3","8.6","9.0","21.2","19.6","19.1","12.5","2.6","1.3","55556"
"5055","16613","4.4","2.7","8.3","11.9","11.5","22.6","15.8","18.1","4.6","0.0","60139"
"5056","16616","28.1","0.0","10.5","17.5","15.8","5.3","22.8","0.0","0.0","0.0","30313"
"5057","16617","4.5","3.0","11.6","12.0","15.9","16.7","21.4","9.7","1.4","3.9","56607"
"5058","16619","4.6","12.3","16.2","12.3","22.3","9.2","11.5","2.3","6.9","2.3","36500"
"5059","16620","2.2","2.2","8.2","26.9","11.9","14.2","17.2","11.9","2.2","3.0","43750"
"5060","16621","2.9","6.5","10.1","8.7","13.8","27.9","9.8","12.7","6.9","0.7","58000"
"5061","16622","8.6","0.0","20.0","5.7","10.0","32.9","4.3","8.6","10.0","0.0","58750"
"5062","16623","0.9","8.6","14.5","11.8","15.9","13.6","16.4","8.2","8.6","1.4","48333"
"5063","16624","2.9","8.6","10.0","7.1","17.1","14.3","10.0","30.0","0.0","0.0","63750"
"5064","16625","3.3","6.1","17.0","13.9","15.0","18.6","13.7","10.1","2.1","0.1","44199"
"5065","16627","9.2","6.1","11.1","12.7","14.6","19.2","10.9","10.3","4.6","1.3","46438"
"5066","16630","4.6","7.6","11.6","13.2","16.3","15.3","12.8","12.6","3.2","2.8","47301"
"5067","16631","23.3","13.3","0.0","0.0","13.3","13.3","0.0","16.7","20.0","0.0","-"
"5068","16633","11.1","4.0","0.0","9.1","16.2","34.3","14.1","11.1","0.0","0.0","57321"
"5069","16634","5.7","9.5","6.3","17.1","9.5","24.1","19.0","8.2","0.6","0.0","51250"
"5070","16635","3.2","5.2","10.4","13.9","14.7","18.5","13.0","16.4","1.9","2.9","54136"
"5071","16636","4.0","1.3","11.6","9.3","6.3","20.9","16.6","15.6","7.0","7.3","72981"
"5072","16637","10.1","6.3","12.9","4.1","30.0","17.9","13.2","4.3","0.0","1.1","45785"
"5073","16638","0.0","7.7","0.0","0.0","7.7","38.5","15.4","30.8","0.0","0.0","59688"
"5074","16639","5.8","2.3","11.7","19.7","17.3","17.5","14.4","6.0","5.3","0.0","43889"
"5075","16640","1.2","3.7","11.2","17.4","8.4","27.6","18.6","6.2","3.4","2.2","54079"
"5076","16641","6.5","9.7","10.2","10.3","16.9","16.4","16.8","9.5","2.7","1.1","45909"
"5077","16645","2.9","4.3","8.6","8.6","8.6","28.6","20.0","18.6","0.0","0.0","61875"
"5078","16646","6.2","3.9","10.5","16.1","13.5","22.7","10.8","11.9","3.2","1.1","49805"
"5079","16647","0.9","2.1","9.4","16.7","10.9","28.5","13.6","11.8","3.6","2.4","54625"
"5080","16648","3.1","4.6","10.4","9.1","14.9","17.9","13.2","15.5","5.6","5.6","58951"
"5081","16650","8.4","3.9","10.8","13.8","16.2","21.1","11.4","11.0","1.3","2.1","47250"
"5082","16651","4.5","6.0","13.5","14.8","14.6","21.2","9.5","10.2","4.3","1.4","44088"
"5083","16652","7.3","6.6","11.4","9.5","18.4","18.9","13.1","10.9","2.5","1.4","48008"
"5084","16655","0.9","3.3","12.7","10.8","20.1","25.6","12.9","11.8","0.3","1.7","51406"
"5085","16656","4.4","5.9","12.0","17.7","15.6","20.7","13.9","8.6","0.0","1.1","45750"
"5086","16657","4.5","5.9","11.9","11.9","18.0","17.6","16.8","10.0","2.9","0.4","48083"
"5087","16659","14.7","13.8","5.2","9.5","12.9","19.0","7.8","12.9","4.3","0.0","37222"
"5088","16661","6.2","8.6","15.0","7.4","16.2","22.1","11.5","10.9","2.1","0.0","47386"
"5089","16662","5.6","4.3","9.8","13.4","13.4","20.1","14.6","13.8","2.6","2.4","54438"
"5090","16664","9.0","1.9","10.2","12.8","13.5","22.2","15.3","8.6","3.4","3.0","53750"
"5091","16665","6.8","7.7","12.0","21.4","13.7","7.7","1.7","7.7","21.4","0.0","36042"
"5092","16666","5.9","3.7","9.3","13.2","23.2","26.5","8.0","8.4","1.6","0.2","44703"
"5093","16667","5.2","15.7","5.2","11.2","23.3","18.4","11.9","7.4","1.1","0.5","39489"
"5094","16668","5.2","6.0","13.5","10.6","15.2","21.5","12.5","12.7","2.3","0.6","49651"
"5095","16669","4.0","3.3","11.7","10.3","14.9","22.2","15.9","13.0","3.4","1.2","55950"
"5096","16670","0.0","10.0","40.0","16.7","0.0","0.0","33.3","0.0","0.0","0.0","26250"
"5097","16671","9.0","5.0","9.0","10.1","17.1","16.6","20.1","11.6","1.0","0.5","49922"
"5098","16672","17.6","4.4","20.6","2.9","22.1","14.7","11.8","5.9","0.0","0.0","40000"
"5099","16673","4.8","5.3","8.4","11.1","15.5","20.6","16.4","11.5","2.2","4.1","55869"
"5100","16674","5.1","5.9","12.5","11.4","21.2","22.4","12.9","7.1","1.6","0.0","47721"
"5101","16677","20.3","0.0","21.2","24.6","6.8","0.0","7.6","19.5","0.0","0.0","26136"
"5102","16678","8.9","3.3","13.8","13.2","15.6","22.7","7.9","10.9","3.0","0.6","47500"
"5103","16679","10.7","9.0","14.6","14.0","15.5","22.1","5.1","6.6","2.4","0.0","36250"
"5104","16680","0.0","6.2","5.6","15.3","24.9","28.8","7.9","7.3","0.0","4.0","49453"
"5105","16682","0.0","0.0","10.5","63.2","0.0","0.0","26.3","0.0","0.0","0.0","-"
"5106","16683","6.9","6.9","4.8","7.6","9.7","33.1","13.1","11.7","6.2","0.0","63750"
"5107","16685","5.0","0.0","18.3","10.0","23.3","16.7","3.3","8.3","11.7","3.3","41875"
"5108","16686","7.0","4.7","7.4","11.7","17.8","19.6","14.3","12.6","3.3","1.7","51097"
"5109","16689","3.6","7.3","4.7","14.6","22.9","29.2","7.8","4.7","3.1","2.1","46429"
"5110","16691","8.3","11.7","6.2","15.2","24.1","10.3","8.3","8.3","5.5","2.1","37750"
"5111","16692","9.0","2.9","13.7","9.0","18.1","26.4","9.4","5.1","3.2","3.2","44943"
"5112","16693","5.6","5.5","11.0","8.1","18.6","22.3","15.0","8.8","3.0","2.1","50867"
"5113","16694","0.0","24.6","13.1","21.3","11.5","14.8","6.6","8.2","0.0","0.0","33472"
"5114","16695","3.1","4.9","18.3","6.6","16.9","18.5","17.1","13.6","0.9","0.0","50357"
"5115","16699","-","-","-","-","-","-","-","-","-","-","-"
"5116","16701","9.2","6.5","15.2","9.5","14.3","20.1","9.8","10.6","2.5","2.4","45071"
"5117","16720","4.2","5.2","13.3","13.7","16.1","24.1","11.8","7.2","2.6","1.8","48571"
"5118","16724","0.0","3.4","24.1","13.8","46.6","8.6","0.0","0.0","3.4","0.0","40577"
"5119","16725","0.0","0.0","0.0","14.8","36.1","39.8","0.0","9.3","0.0","0.0","49773"
"5120","16726","1.9","5.6","12.8","13.9","19.9","13.9","12.8","11.3","0.0","7.9","46250"
"5121","16727","0.0","0.0","7.7","11.5","0.0","0.0","23.1","50.0","7.7","0.0","106000"
"5122","16728","0.0","0.0","0.0","8.3","8.3","50.0","20.8","12.5","0.0","0.0","71250"
"5123","16729","5.0","6.4","8.3","11.3","23.5","22.4","14.9","3.9","3.3","1.1","48095"
"5124","16730","0.0","0.0","29.8","10.6","27.7","10.6","0.0","21.3","0.0","0.0","35865"
"5125","16731","2.8","4.7","15.1","11.0","13.8","23.8","13.3","9.8","4.0","1.8","51534"
"5126","16732","7.3","3.3","14.0","20.7","6.0","18.7","12.0","16.0","2.0","0.0","43333"
"5127","16733","5.6","3.4","16.9","11.2","29.2","6.7","16.9","7.9","0.0","2.2","43194"
"5128","16734","5.9","5.1","5.9","28.0","16.9","16.9","9.3","11.9","0.0","0.0","41000"
"5129","16735","7.7","7.1","12.2","11.2","15.6","18.3","12.6","11.4","2.0","1.8","45784"
"5130","16738","6.0","4.7","8.8","10.9","16.7","18.8","13.0","14.7","2.5","4.0","54412"
"5131","16740","4.0","6.2","18.0","10.3","17.6","23.3","7.9","7.7","2.6","2.4","44402"
"5132","16743","4.9","6.1","14.7","11.0","12.0","19.3","15.9","10.3","1.8","3.8","50862"
"5133","16744","0.0","0.0","21.0","16.8","25.2","18.5","12.6","0.0","0.0","5.9","43750"
"5134","16745","1.4","2.7","7.7","23.6","12.3","26.4","16.4","8.2","0.0","1.4","50962"
"5135","16746","6.6","8.7","7.6","15.9","18.3","21.1","10.3","9.3","1.4","0.8","43036"
"5136","16748","8.5","8.3","13.8","15.9","17.7","14.0","10.8","7.1","1.9","2.0","37880"
"5137","16749","4.9","3.9","13.3","10.9","17.0","20.5","15.4","10.3","2.6","1.3","50058"
"5138","16750","5.4","6.9","8.4","9.4","31.2","12.4","12.4","12.4","1.5","0.0","46444"
"5139","16801","17.7","4.7","10.6","9.3","10.8","13.8","8.5","13.3","6.3","5.0","46211"
"5140","16802","0.0","0.0","0.0","0.0","50.0","50.0","0.0","0.0","0.0","0.0","-"
"5141","16803","13.8","2.6","9.1","8.4","10.5","14.4","12.4","14.8","6.0","8.2","58550"
"5142","16820","7.5","1.6","7.2","9.4","18.0","27.1","14.2","11.8","3.2","0.0","55179"
"5143","16821","0.0","0.0","12.1","37.9","0.0","30.6","0.0","19.4","0.0","0.0","40000"
"5144","16822","5.3","4.1","17.2","9.4","18.8","19.4","10.0","9.3","4.5","2.0","46800"
"5145","16823","2.0","2.5","9.4","8.6","17.2","19.2","17.2","16.5","4.7","2.8","62272"
"5146","16825","0.0","0.0","27.7","0.0","26.5","45.8","0.0","0.0","0.0","0.0","47102"
"5147","16826","0.0","0.0","2.7","22.9","15.4","24.5","29.3","2.7","2.7","0.0","55833"
"5148","16827","5.1","0.7","1.9","3.9","7.4","15.2","11.5","34.1","10.9","9.3","102363"
"5149","16828","4.9","3.2","5.9","14.0","10.8","17.5","11.4","16.9","6.5","8.9","66891"
"5150","16829","8.2","1.1","5.6","17.5","17.1","23.4","10.4","11.9","3.3","1.5","50268"
"5151","16830","7.4","7.0","13.9","10.7","13.5","20.2","13.1","9.4","1.7","3.2","46872"
"5152","16832","3.4","0.0","3.4","6.9","13.7","19.4","14.3","29.1","5.7","4.0","78750"
"5153","16833","6.4","6.9","15.7","14.3","18.1","17.5","8.7","8.5","2.8","1.0","40093"
"5154","16834","0.0","9.2","0.0","9.2","22.4","15.8","27.6","6.6","9.2","0.0","73214"
"5155","16835","0.0","2.7","17.8","12.3","6.8","31.5","15.1","5.5","4.1","4.1","62250"
"5156","16836","3.2","6.2","8.1","16.2","12.7","18.0","23.3","11.1","0.9","0.2","53438"
"5157","16837","0.0","0.0","30.0","18.0","38.0","14.0","0.0","0.0","0.0","0.0","40357"
"5158","16838","5.4","6.5","11.6","10.2","18.5","24.1","9.8","9.7","3.3","1.0","48413"
"5159","16839","5.3","11.0","11.0","16.7","9.0","26.9","2.4","17.6","0.0","0.0","39125"
"5160","16840","9.1","0.0","14.4","0.0","17.7","19.1","6.7","14.8","18.2","0.0","69511"
"5161","16841","2.9","3.1","11.1","9.7","13.4","23.1","16.3","14.3","2.1","4.1","60304"
"5162","16843","18.7","1.8","24.2","14.1","14.1","14.6","4.0","8.3","0.0","0.0","26094"
"5163","16844","4.7","3.6","5.2","7.8","13.0","25.1","18.3","16.5","3.6","2.4","65536"
"5164","16845","6.7","3.4","10.8","10.8","15.8","19.9","16.8","12.1","1.3","2.4","53750"
"5165","16847","0.0","39.4","3.6","0.0","7.3","35.8","10.3","3.6","0.0","0.0","-"
"5166","16848","11.9","1.8","6.0","22.6","19.0","14.9","6.5","9.5","0.0","7.7","39375"
"5167","16849","3.9","3.9","9.5","19.0","22.9","24.0","6.7","0.0","0.0","10.1","46477"
"5168","16851","0.0","0.0","3.7","4.2","7.6","16.4","14.4","33.9","19.8","0.0","106250"
"5169","16852","8.4","0.0","20.6","10.7","12.2","15.3","12.2","5.3","0.0","15.3","48438"
"5170","16853","10.8","0.0","17.2","22.6","9.7","26.9","12.9","0.0","0.0","0.0","-"
"5171","16854","2.9","6.5","5.4","11.6","16.6","21.7","19.5","14.1","1.8","0.0","54453"
"5172","16855","15.1","14.3","44.4","0.0","0.0","11.1","15.1","0.0","0.0","0.0","-"
"5173","16858","9.7","3.0","10.3","8.1","13.0","26.0","14.5","7.9","6.0","1.5","54495"
"5174","16859","3.3","5.4","9.5","11.2","19.1","18.3","11.2","17.4","4.6","0.0","53393"
"5175","16860","0.0","55.6","6.9","0.0","6.3","15.3","0.0","10.4","5.6","0.0","-"
"5176","16861","3.8","14.2","11.3","13.2","13.2","12.3","6.6","22.6","0.0","2.8","46250"
"5177","16863","11.3","5.5","15.3","7.6","21.5","19.3","9.1","3.3","3.6","3.6","47617"
"5178","16865","4.6","1.0","5.5","10.0","12.7","16.3","20.5","22.3","2.7","4.3","73125"
"5179","16866","8.5","7.6","13.6","11.5","15.8","13.8","11.8","11.7","4.7","1.1","43043"
"5180","16868","0.0","8.0","30.8","7.5","18.4","7.5","7.5","11.9","0.0","8.5","-"
"5181","16870","1.9","2.3","5.2","5.2","8.6","15.2","13.9","19.3","12.2","16.0","93931"
"5182","16871","13.0","0.0","13.0","8.7","26.1","39.1","0.0","0.0","0.0","0.0","45417"
"5183","16872","1.3","0.0","11.2","13.8","16.0","23.5","14.3","16.6","0.6","2.6","55750"
"5184","16874","4.2","3.1","11.4","9.8","9.2","22.7","17.7","15.6","3.3","2.9","62768"
"5185","16875","4.5","2.4","5.8","12.8","18.2","15.1","8.8","21.5","5.5","5.5","55817"
"5186","16876","0.8","10.2","22.8","7.9","25.2","18.9","7.1","4.7","2.4","0.0","42321"
"5187","16877","1.0","2.3","5.8","12.4","14.5","22.2","10.4","22.3","6.0","3.3","65139"
"5188","16878","8.8","5.2","16.1","10.7","9.9","21.6","14.7","10.9","1.7","0.4","49444"
"5189","16879","11.8","24.7","5.3","4.7","23.5","25.9","0.0","4.1","0.0","0.0","37500"
"5190","16881","0.0","11.6","20.7","5.2","9.5","33.4","3.2","11.5","1.6","3.3","57083"
"5191","16882","6.5","2.6","11.6","5.8","32.9","7.7","18.1","9.7","2.6","2.6","44904"
"5192","16901","2.8","5.4","11.5","14.6","12.3","20.5","13.5","14.5","2.9","1.9","54852"
"5193","16911","6.3","8.4","4.9","9.8","15.4","13.3","25.9","11.9","0.7","3.5","57917"
"5194","16912","12.1","2.7","15.0","5.1","14.3","16.5","14.3","11.4","5.3","3.3","51591"
"5195","16914","2.1","5.5","7.3","7.8","24.5","23.3","13.2","9.4","3.9","2.9","51372"
"5196","16915","3.0","5.8","12.7","13.5","15.7","20.8","11.4","12.2","2.9","2.0","49085"
"5197","16917","4.4","7.6","9.9","10.9","16.6","25.4","7.1","11.1","4.8","2.1","50625"
"5198","16920","12.3","5.7","11.0","12.0","16.1","22.8","10.1","6.5","2.2","1.4","42109"
"5199","16921","5.6","6.6","12.6","15.2","16.7","18.7","8.1","15.2","0.0","1.5","44286"
"5200","16922","10.9","8.6","13.4","12.5","15.3","17.0","12.7","7.1","1.3","1.1","39286"
"5201","16923","4.2","5.0","14.5","16.4","14.6","23.9","11.8","8.1","0.7","0.8","45469"
