"","zipcode","total_population"
"1366","04917","2402"
"1367","04918","270"
"1368","04920","1285"
"1369","04921","1251"
"1370","04922","913"
"1371","04923","375"
"1372","04924","1828"
"1373","04925","51"
"1374","04926","42"
"1375","04927","2768"
"1376","04928","1750"
"1377","04929","674"
"1378","04930","3256"
"1379","04932","974"
"1380","04933","52"
"1381","04936","198"
"1382","04937","5199"
"1383","04938","6178"
"1384","04939","904"
"1385","04940","88"
"1386","04941","1391"
"1387","04942","1062"
"1388","04943","1354"
"1389","04944","31"
"1390","04945","941"
"1391","04947","1380"
"1392","04949","734"
"1393","04950","3585"
"1394","04951","694"
"1395","04952","1468"
"1396","04953","2460"
"1397","04955","1094"
"1398","04956","599"
"1399","04957","3455"
"1400","04958","1553"
"1401","04961","719"
"1402","04962","91"
"1403","04963","5862"
"1404","04964","167"
"1405","04965","1581"
"1406","04966","1270"
"1407","04967","3202"
"1408","04969","1073"
"1409","04970","1220"
"1410","04971","1614"
"1411","04973","1109"
"1412","04974","1946"
"1413","04975","38"
"1414","04976","7382"
"1415","04978","642"
"1416","04979","811"
"1417","04981","1848"
"1418","04982","430"
"1419","04983","1390"
"1420","04984","409"
"1421","04985","77"
"1422","04986","1400"
"1423","04987","857"
"1424","04988","1263"
"1425","04989","3358"
"1426","04992","53"
"1427","05001","6704"
"1428","05031","169"
"1429","05032","2090"
"1430","05033","2068"
"1431","05034","241"
"1432","05035","490"
"1433","05036","846"
"1434","05037","449"
"1435","05038","919"
"1436","05039","873"
"1437","05040","394"
"1438","05041","279"
"1439","05042","489"
"1440","05043","775"
"1441","05045","1330"
"1442","05046","944"
"1443","05048","1980"
"1444","05050","117"
"1445","05051","1190"
"1446","05052","266"
"1447","05053","268"
"1448","05055","2748"
"1449","05056","440"
"1450","05058","279"
"1451","05059","700"
"1452","05060","3362"
"1453","05061","923"
"1454","05062","544"
"1455","05065","853"
"1456","05067","190"
"1457","05068","2118"
"1458","05069","449"
"1459","05070","406"
"1460","05071","262"
"1461","05072","437"
"1462","05075","891"
"1463","05076","342"
"1464","05077","946"
"1465","05079","533"
"1466","05081","394"
"1467","05083","111"
"1468","05084","126"
"1469","05086","634"
"1470","05089","3649"
"1471","05091","2512"
"1472","05101","3337"
"1473","05141","84"
"1474","05142","551"
"1475","05143","3391"
"1476","05146","612"
"1477","05148","879"
"1478","05149","1436"
"1479","05150","634"
"1480","05151","1226"
"1481","05152","356"
"1482","05153","504"
"1483","05154","507"
"1484","05155","621"
"1485","05156","6714"
"1486","05158","823"
"1487","05161","405"
"1488","05201","10529"
"1489","05250","2710"
"1490","05251","1088"
"1491","05252","217"
"1492","05253","537"
"1493","05254","200"
"1494","05255","3102"
"1495","05257","1629"
"1496","05260","382"
"1497","05261","2202"
"1498","05262","2070"
"1499","05301","11404"
"1500","05340","598"
"1501","05341","328"
"1502","05342","454"
"1503","05343","702"
"1504","05345","1651"
"1505","05346","3398"
"1506","05350","596"
"1507","05352","691"
"1508","05353","796"
"1509","05354","1788"
"1510","05355","640"
"1511","05356","498"
"1512","05358","104"
"1513","05359","450"
"1514","05360","200"
"1515","05361","749"
"1516","05362","95"
"1517","05363","1480"
"1518","05401","11371"
"1519","05403","12202"
"1520","05404","4277"
"1521","05405","2"
"1522","05408","7691"
"1523","05439","10"
"1524","05440","1570"
"1525","05441","807"
"1526","05442","249"
"1527","05443","5325"
"1528","05444","1434"
"1529","05445","3242"
"1530","05446","11698"
"1531","05447","61"
"1532","05448","949"
"1533","05450","4056"
"1534","05452","15916"
"1535","05454","3828"
"1536","05455","907"
"1537","05456","1046"
"1538","05457","1335"
"1539","05458","1688"
"1540","05459","1789"
"1541","05461","3764"
"1542","05462","1622"
"1543","05463","368"
"1544","05464","2309"
"1545","05465","4635"
"1546","05468","10939"
"1547","05471","704"
"1548","05472","1349"
"1549","05473","1150"
"1550","05474","662"
"1551","05476","2473"
"1552","05477","3620"
"1553","05478","11084"
"1554","05481","0"
"1555","05482","5744"
"1556","05483","1051"
"1557","05485","70"
"1558","05486","1371"
"1559","05487","1220"
"1560","05488","6061"
"1561","05489","2785"
"1562","05491","4545"
"1563","05492","553"
"1564","05494","1498"
"1565","05495","7712"
"1566","05602","8310"
"1567","05640","121"
"1568","05641","12784"
"1569","05647","941"
"1570","05648","339"
"1571","05649","460"
"1572","05650","882"
"1573","05651","1261"
"1574","05652","625"
"1575","05653","428"
"1576","05654","769"
"1577","05655","2238"
"1578","05656","1992"
"1579","05657","41"
"1580","05658","1095"
"1581","05660","1342"
"1582","05661","4213"
"1583","05663","3854"
"1584","05664","63"
"1585","05667","1631"
"1586","05669","504"
"1587","05672","3167"
"1588","05673","1952"
"1589","05674","1218"
"1590","05675","868"
"1591","05676","3763"
"1592","05677","1828"
"1593","05678","130"
"1594","05679","2629"
"1595","05680","1734"
"1596","05681","356"
"1597","05682","1029"
"1598","05701","14322"
"1599","05730","253"
"1600","05732","509"
"1601","05733","4559"
"1602","05734","1057"
"1603","05735","2516"
"1604","05736","539"
"1605","05737","736"
"1606","05738","843"
"1607","05739","1136"
"1608","05740","18"
"1609","05742","477"
"1610","05743","3394"
"1611","05744","417"
"1612","05747","203"
"1613","05748","228"
"1614","05751","488"
"1615","05753","5956"
"1616","05757","682"
"1617","05758","608"
"1618","05759","1396"
"1619","05760","922"
"1620","05761","808"
"1621","05762","409"
"1622","05763","2175"
"1623","05764","2263"
"1624","05765","1475"
"1625","05766","420"
"1626","05767","835"
"1627","05769","975"
"1628","05770","913"
"1629","05772","549"
"1630","05773","1712"
"1631","05774","850"
"1632","05775","496"
"1633","05776","590"
"1634","05777","2741"
"1635","05778","598"
"1636","05819","6863"
"1637","05820","527"
"1638","05821","1041"
"1639","05822","1383"
"1640","05824","879"
"1641","05825","151"
"1642","05826","711"
"1643","05827","200"
"1644","05828","1571"
"1645","05829","1548"
"1646","05830","1160"
"1647","05832","757"
"1648","05833","197"
"1649","05836","883"
"1650","05837","268"
"1651","05839","559"
"1652","05841","270"
"1653","05842","443"
"1654","05843","1962"
"1655","05845","892"
"1656","05846","955"
"1657","05847","711"
"1658","05850","101"
"1659","05851","4315"
"1660","05853","553"
"1661","05855","5020"
"1662","05857","1257"
"1663","05858","271"
"1664","05859","1396"
"1665","05860","1987"
"1666","05862","295"
"1667","05866","587"
"1668","05867","724"
"1669","05868","293"
"1670","05871","1267"
"1671","05872","634"
"1672","05873","535"
"1673","05874","382"
"1674","05875","370"
"1675","05901","12"
"1676","05902","156"
"1677","05903","697"
"1678","05904","194"
"1679","05905","663"
"1680","05906","938"
"1681","05907","132"
"1682","06001","15518"
"1683","06002","15700"
"1684","06010","46666"
"1685","06013","8416"
"1686","06016","5027"
"1687","06018","1946"
"1688","06019","8374"
"1689","06020","0"
"1690","06021","262"
"1691","06022","142"
"1692","06023","1084"
"1693","06024","513"
"1694","06026","4344"
"1695","06027","1321"
"1696","06029","12818"
"1697","06031","981"
"1698","06032","13925"
"1699","06033","24358"
"1700","06035","6348"
"1701","06037","15876"
"1702","06039","1468"
"1703","06040","26591"
"1704","06042","16865"
"1705","06043","4313"
"1706","06051","22761"
"1707","06052","6009"
"1708","06053","24112"
"1709","06057","5892"
"1710","06058","1428"
"1711","06059","0"
"1712","06060","2415"
"1713","06061","132"
"1714","06062","13553"
"1715","06063","2884"
"1716","06065","763"
"1717","06066","21168"
"1718","06067","14736"
"1719","06068","1013"
"1720","06069","1850"
"1721","06070","13052"
"1722","06071","8078"
"1723","06073","5049"
"1724","06074","21997"
"1725","06076","10393"
"1726","06078","8351"
"1727","06081","1050"
"1728","06082","32831"
"1729","06084","13312"
"1730","06085","6164"
"1731","06088","3410"
"1732","06089","2387"
"1733","06090","1123"
"1734","06091","121"
"1735","06092","3969"
"1736","06093","2875"
"1737","06095","23950"
"1738","06096","9925"
"1739","06098","9565"
"1740","06103","370"
"1741","06105","10683"
"1742","06106","28195"
"1743","06107","15618"
"1744","06108","18661"
"1745","06109","21572"
"1746","06110","10227"
"1747","06111","24531"
"1748","06112","17684"
"1749","06114","22194"
"1750","06117","12344"
"1751","06118","21232"
"1752","06119","10917"
"1753","06120","9471"
"1754","06160","0"
"1755","06226","12487"
"1756","06231","3629"
"1757","06232","2844"
"1758","06234","6336"
"1759","06235","1824"
"1760","06237","4688"
"1761","06238","10315"
"1762","06239","8571"
"1763","06241","5348"
"1764","06242","1175"
"1765","06243","57"
"1766","06247","2380"
"1767","06248","5080"
"1768","06249","6221"
"1769","06250","3902"
"1770","06254","1596"
"1771","06255","3832"
"1772","06256","1606"
"1773","06259","3637"
"1774","06260","6861"
"1775","06262","446"
"1776","06263","280"
"1777","06264","137"
"1778","06266","385"
"1779","06268","5019"
"1780","06269","29"
"1781","06277","3435"
"1782","06278","3604"
"1783","06279","4283"
"1784","06280","2354"
"1785","06281","5925"
"1786","06282","951"
"1787","06320","16659"
"1788","06330","2745"
"1789","06331","4404"
"1790","06332","210"
"1791","06333","5979"
"1792","06334","2173"
"1793","06335","5823"
"1794","06336","70"
"1795","06339","7023"
"1796","06340","20945"
"1797","06350","52"
"1798","06351","13377"
"1799","06353","88"
"1800","06354","4970"
"1801","06355","9999"
"1802","06357","8037"
"1803","06359","4567"
"1804","06360","27692"
"1805","06365","4034"
"1806","06370","6439"
"1807","06371","8256"
"1808","06373","285"
"1809","06374","6866"
"1810","06375","3002"
"1811","06376","44"
"1812","06377","2512"
"1813","06378","4300"
"1814","06379","7199"
"1815","06380","2074"
"1816","06382","8142"
"1817","06384","2278"
"1818","06385","12560"
"1819","06387","172"
"1820","06389","30"
"1821","06390","173"
"1822","06401","15623"
"1823","06403","5127"
"1824","06405","20880"
"1825","06409","509"
"1826","06410","23396"
"1827","06412","2974"
"1828","06413","10890"
"1829","06414","128"
"1830","06415","14317"
"1831","06416","10847"
"1832","06417","3612"
"1833","06418","9756"
"1834","06419","5719"
"1835","06420","3632"
"1836","06422","6582"
"1837","06423","4344"
"1838","06424","10768"
"1839","06426","2493"
"1840","06437","18905"
"1841","06438","2167"
"1842","06441","4767"
"1843","06442","2368"
"1844","06443","15956"
"1845","06444","342"
"1846","06447","5626"
"1847","06450","28166"
"1848","06451","19314"
"1849","06455","2707"
"1850","06456","254"
"1851","06457","31837"
"1852","06460","29562"
"1853","06461","12467"
"1854","06467","138"
"1855","06468","17704"
"1856","06469","2574"
"1857","06470","13746"
"1858","06471","6427"
"1859","06472","6228"
"1860","06473","20742"
"1861","06475","8311"
"1862","06477","12410"
"1863","06478","11451"
"1864","06479","8714"
"1865","06480","7843"
"1866","06481","1045"
"1867","06482","10243"
"1868","06483","13541"
"1869","06484","33191"
"1870","06488","15639"
"1871","06489","27035"
"1872","06492","36305"
"1873","06498","5395"
"1874","06510","710"
"1875","06511","30172"
"1876","06512","22885"
"1877","06513","30129"
"1878","06514","20078"
"1879","06515","10734"
"1880","06516","41113"
"1881","06517","11284"
"1882","06518","11716"
"1883","06519","12409"
"1884","06524","5051"
"1885","06525","7892"
"1886","06604","19696"
"1887","06605","17166"
"1888","06606","37467"
"1889","06607","6366"
"1890","06608","11034"
"1891","06610","17522"
"1892","06611","31958"
"1893","06612","6819"
"1894","06614","27448"
"1895","06615","14851"
"1896","06702","1869"
"1897","06704","20327"
"1898","06705","20781"
"1899","06706","11626"
"1900","06708","22747"
"1901","06710","8393"
"1902","06712","8209"
"1903","06716","14442"
"1904","06750","1120"
"1905","06751","2954"
"1906","06752","1462"
"1907","06754","1441"
"1908","06755","974"
"1909","06756","2465"
"1910","06757","1589"
"1911","06758","311"
"1912","06759","4487"
"1913","06762","6593"
"1914","06763","1672"
"1915","06770","26245"
"1916","06776","22379"
"1917","06777","1385"
"1918","06778","1210"
"1919","06779","6907"
"1920","06782","1964"
"1921","06783","1858"
"1922","06784","3171"
"1923","06785","567"
"1924","06786","8115"
"1925","06787","6681"
"1926","06790","27401"
"1927","06791","4982"
"1928","06793","837"
"1929","06794","786"
"1930","06795","12071"
"1931","06796","796"
"1932","06798","8130"
"1933","06801","15705"
"1934","06804","14310"
"1935","06807","6173"
"1936","06810","36657"
"1937","06811","24426"
"1938","06812","12630"
"1939","06820","19161"
"1940","06824","26863"
"1941","06825","16783"
"1942","06830","19005"
"1943","06831","12435"
"1944","06840","17726"
"1945","06850","14254"
"1946","06851","21086"
"1947","06853","3122"
"1948","06854","22382"
"1949","06855","5944"
"1950","06856","0"
"1951","06870","6501"
"1952","06877","21780"
"1953","06878","7327"
"1954","06880","23304"
"1955","06883","9413"
"1956","06890","3648"
"1957","06896","7939"
"1958","06897","16213"
"1959","06901","3557"
"1960","06902","47462"
"1961","06903","13092"
"1962","06905","15851"
"1963","06906","7139"
"1964","06907","7362"
"1965","07001","11534"
"1966","07002","50673"
"1967","07003","37664"
"1968","07004","6750"
"1969","07005","12633"
"1970","07006","20643"
"1971","07008","19949"
"1972","07009","10015"
"1973","07010","18411"
"1974","07011","33783"
"1975","07012","9314"
"1976","07013","22600"
"1977","07014","4326"
"1978","07016","19405"
"1979","07017","27181"
"1980","07018","21839"
"1981","07020","8330"
"1982","07021","1925"
"1983","07022","10876"
"1984","07023","6606"
"1985","07024","27114"
"1986","07026","25415"
"1987","07027","3351"
"1988","07028","6968"
"1989","07029","12451"
"1990","07030","25340"
"1991","07031","12546"
"1992","07032","32539"
"1993","07033","6860"
"1994","07034","7915"
"1995","07035","8099"
"1996","07036","34724"
"1997","07039","26843"
"1998","07040","20942"
"1999","07041","5852"
"2000","07042","19274"
"2001","07043","10524"
"2002","07044","11129"
"2003","07045","8889"
"2004","07046","3964"
"2005","07047","48634"
"2006","07050","23174"
"2007","07052","38493"
"2008","07054","24552"
"2009","07055","58731"
"2010","07057","9077"
"2011","07058","4882"
"2012","07059","14131"
"2013","07060","34559"
"2014","07062","10813"
"2015","07063","11493"
"2016","07064","3304"
"2017","07065","22015"
"2018","07066","12738"
"2019","07067","16415"
"2020","07068","4993"
"2021","07069","5331"
"2022","07070","14788"
"2023","07071","16584"
"2024","07072","5017"
"2025","07073","6800"
"2026","07074","2275"
"2027","07075","6547"
"2028","07076","20569"
"2029","07077","2360"
"2030","07078","12574"
"2031","07079","12294"
"2032","07080","20603"
"2033","07081","12996"
"2034","07082","4979"
"2035","07083","44956"
"2036","07086","8530"
"2037","07087","52693"
"2038","07088","2909"
"2039","07090","27140"
"2040","07092","5822"
"2041","07093","46440"
"2042","07094","12696"
"2043","07095","16551"
"2044","07102","5141"
"2045","07103","24008"
"2046","07104","39347"
"2047","07105","34346"
"2048","07106","25772"
"2049","07107","30943"
"2050","07108","19116"
"2051","07109","29680"
"2052","07110","23707"
"2053","07111","42748"
"2054","07112","21200"
"2055","07114","7571"
"2056","07201","21153"
"2057","07202","31670"
"2058","07203","17510"
"2059","07204","11161"
"2060","07205","18838"
"2061","07206","22614"
"2062","07208","25129"
"2063","07302","22165"
"2064","07304","32831"
"2065","07305","49505"
"2066","07306","37988"
"2067","07307","34381"
"2068","07310","7294"
"2069","07311","327"
"2070","07401","5828"
"2071","07403","6259"
"2072","07405","15452"
"2073","07407","16709"
"2074","07410","28459"
"2075","07416","4819"
"2076","07417","9901"
"2077","07418","2122"
"2078","07419","7610"
"2079","07420","3969"
"2080","07421","6330"
"2081","07422","5808"
"2082","07423","3764"
"2083","07424","18387"
"2084","07430","19040"
"2085","07432","6110"
"2086","07435","2062"
"2087","07436","11491"
"2088","07438","10351"
"2089","07439","2203"
"2090","07440","3974"
"2091","07442","9394"
"2092","07444","8699"
"2093","07446","12626"
"2094","07450","22604"
"2095","07452","10788"
"2096","07456","11017"
"2097","07457","2760"
"2098","07458","10486"
"2099","07460","3095"
"2100","07461","17232"
